-118.972279,34.999655
-118.986193,34.998866
-118.890286,34.998757
-118.978905,34.997978
-118.896185,34.996721
-118.992184,34.994261
-118.989956,34.994217
-118.991894,34.994217
-118.97687,34.993467
-118.934359,34.993269
-118.928961,34.993269
-118.925011,34.993245
-118.894629,34.993172
-118.890286,34.99317
-118.973503,34.992827
-118.90548,34.992762
-118.941898,34.991826
-118.933775,34.991781
-118.931577,34.991735
-118.93077,34.991735
-118.928822,34.991712
-118.952915,34.991527
-118.959982,34.990655
-118.930269,34.990224
-118.92988,34.990224
-118.891402,34.989827
-118.922201,34.989445
-118.90548,34.989259
-118.925039,34.988964
-118.928878,34.988758
-118.925095,34.988689
-118.918139,34.988735
-118.910072,34.988344
-118.890987,34.988179
-118.969967,34.986921
-118.933802,34.986995
-118.933774,34.986995
-118.92988,34.986995
-118.927209,34.987018
-118.920282,34.986972
-118.932161,34.985324
-118.929351,34.985324
-118.922174,34.985369
-118.970356,34.985067
-118.944123,34.984911
-118.943817,34.984911
-118.942704,34.984568
-118.940284,34.984454
-118.936007,34.984591
-118.934609,34.984591
-118.925123,34.984568
-118.89021,34.984561
-118.881224,34.984626
-118.876996,34.984647
-118.894661,34.984517
-118.898862,34.984517
-118.894661,34.984517
-118.942704,34.984018
-118.942342,34.9834
-118.933079,34.983401
-118.927209,34.983446
-118.945347,34.982942
-118.944429,34.982942
-118.927265,34.982576
-118.944818,34.982438
-118.944818,34.982438
-118.946432,34.982415
-118.927209,34.98221
-118.927265,34.98221
-118.939227,34.981637
-118.934609,34.981638
-118.93803,34.981637
-118.932439,34.981615
-118.931632,34.981615
-118.927265,34.981592
-118.931632,34.981592
-118.922592,34.981591
-118.931632,34.979714
-118.954708,34.975294
-118.955329,34.974011
-118.943038,34.972799
-118.912248,34.964486
-118.978713,34.956352
-118.934247,34.954666
-118.903183,34.886164
-118.987968,34.94893
-118.881887,34.944717
-118.891489,34.944717
-118.937611,34.944225
-118.931077,34.943378
-118.931828,34.942302
-118.968968,34.937855
-118.927714,34.92964
-118.929409,34.92964
-118.927714,34.928541
-118.956903,34.928402
-118.92399,34.914322
-118.902982,34.902457
-118.902982,34.902457
-118.88512,34.884725
-118.892463,34.876328
-118.952421,34.875673
-118.939304,34.875
-118.891353,34.875
-118.995193,34.941897
-118.929965,34.939233
